inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"충청남도 공주시  우금티로 535",127.12001417670868,36.44238235827664,965945,1827269,,"32564","4415055000","4415011000","441503251029","4415011000102500001757946"
"충청남도 공주시 유구읍 중앙1길 115",126.95081309172,36.55498920615045,950852,1839833,,"32506","4415025000","4415025023","441504554108","4415025023102010002003909"
"충청남도 공주시 이인면 은행길 34",127.06189252164283,36.36290302917582,960696,1818475,,"32607","4415031000","4415031021","441504553983","4415031021102360000006591"
"충청남도 공주시 반포면 반포초교길 15",127.25124672058773,36.39579436342283,977693,1822063,,"32622","4415034000","4415034021","441504553423","4415034021103420007013654"
"충청남도 공주시 정안면 정안중앙길 169 ",127.12081686054839,36.609596827716715,966090,1845817,,"32512","4415037000","4415037021","441504554063","4415037021102580006024125"
"충청남도 공주시 계룡면 영규대사로 495",127.14193476153068,36.360780649199924,967876,1818210,,"32616","4415033000","4415033022","441503251025","4415033022100470007011841"
"충청남도 공주시 우성면 동대리길 75",127.05221353270994,36.47042789280374,959883,1830406,,"32531","4415038000","4415038021","441504553289","4415038021101730000028403"
"충청남도 보령시  머드로 70",126.51474765626729,36.31171094538745,911551,1813158,,"33488","4418056500","4418011000","441803252015","4418011000118090000017002"
"충청남도 보령시  신설1길 53",126.60568574403237,36.35071307604757,919755,1817405,,"33436","4418053500","4418010400","441804556372","4418010400111600000010114"
"충청남도 보령시 미산면 만수로 1129",126.67652545840537,36.293065366844864,926057,1810954,,"33512","4418039000","4418039022","441803252048","4418039022101270001003873"
"충청남도 보령시 천북면 하궁길 8",126.52761697965448,36.48057634676691,912895,1831878,,"33402","4418033000","4418033021","441804556712","4418033021101460001008799"
"충청남도 보령시 주포면 보령읍성길 80-32",126.58858356658659,36.41527566991864,918288,1824581,,"33414","4418031000","4418031021","441804556229","4418031021102530004040314"
"충청남도 보령시  구시1길 38",126.59206017787427,36.349393282610635,918531,1817270,,"33449","4418052500","4418010100","441804556059","4418010100103370016000001"
"충청남도 보령시 웅천읍 충서로 928길  ",,,,,,,,,,
"충청남도 보령시 오천면 소성안길 50 ",126.52238388589778,36.4386054667308,912379,1827227,,"33412","4418032000","4418032021","441804556322","4418032021106570008009181"
"충청남도 당진시 당진중앙2로157",126.63276924943914,36.89558097888951,922731,1877825,,"31770","4427051000","4427010100","442703265016","4483025021102300001047256"
"충청남도 당진시 신평면 신평로840",126.77285296257786,36.88556838906397,935204,1876610,,"31741","4427038000","4427038021","442703265131","4483038021104040000042119"
"충청남도 당진시 면천면 면천서문1길 82",126.66738094322113,36.81604229885866,925738,1868974,,"31804","4427035000","4427035021","442704832256","4483035021109030002014614"
"충청남도 당진시 합덕읍 합우로168",126.77494421410404,36.80793963902355,935325,1867997,,"31812","4427025000","4427025021","442703265112","4483025321102620005000001"
"충청남도 당진시 석문면 통정3길 13",126.592382237757,36.98127485646539,919223,1887365,,"31703","4427032000","4427032021","442704595640","4483032021103820003075195"
"충청남도 당진시 송악로 660 송악파출소",126.74359239981146,36.93837203926418,932643,1882488,,"31728","4427025300","4427025334","442703265128","4483025634103750019063523"
"충청남도 당진시 송산면 상거중앙길 59",126.67965324785992,36.93291763993993,926944,1881930,,"31714","4427039000","4427039021","442704595328","4483040021103260005061445"
"충청남도 당진시 송악읍 기지시1길 42",126.6909993923669,36.904807747843165,927928,1878803,,"31733","4427025300","4427025321","442704595094","4483025621103260013051331"
"충청남도 당진시 순성면 순성로 507-3",126.71440330446632,36.84341461408971,929957,1871975,,"31757","4427036000","4427036021","442703265063","4483036021101030000025035"
"충청남도 홍성군 홍성읍 내포로 14",126.66586908216196,36.60042956356836,925395,1845057,,"32230","4480025000","4480025021","448003254216","4480025021103080010038904"
"충청남도 홍성군 홍북읍 홍학로 56",126.67255387493744,36.648659878907544,926039,1850402,,"32272","4480025600","4480025625","448003262043","4480025625113660000000001"
"충청남도 홍성군 광천읍 광천로 341-2",126.62410415144733,36.50395100713941,921562,1834388,,"32291","4480025300","4480025321","448003015026","4480025321104560013029613"
"충청남도 홍성군 서부면 서부로 514",126.51354899938728,36.579289585373466,911747,1842841,,"32204","4480037000","4480037021","448003262014","4480037021102500000001499"
"충청남도 홍성군 홍동면 홍장남로 711",126.68749777579058,36.55934527844394,927291,1840483,,"32284","4480033000","4480033021","448003262024","4480033021103550000030449"
"충청남도 홍성군 갈산면 갈산로 95",126.55018609829172,36.60498153105535,915053,1845658,,"32202","4480038000","4480038021","448003259010","4480038021102350003017462"
"충청남도 홍성군 금마면 금북로 32",126.71283961285081,36.62117654206124,929615,1847323,,"32280","4480032000","4480032031","448003262006","4480032031101150007043881"
"충청남도 예산군 예산읍 아리랑로 22",126.83188638497063,36.68607975510768,940310,1854442,,"32431","4481025000","4481025024","448103263022","4481025024102150005002706"
"충청남도 예산군 삽교읍 삽교로1길 28",126.73815518808122,36.6885548755762,931938,1854779,,"32414","4481025300","4481025321","448104589241","4481025321105750021000702"
"충청남도 예산군 덕산면 덕산온천로 427",126.66770360393173,36.70429152845522,925659,1856577,,"32406","4481036000","4481036021","448103263010","4481036021102240003016565"
"충청남도 예산군 대술면 대술로 145-1",126.89239772806253,36.657313210210646,945696,1851215,,"32444","4481031000","4481031021","448103015074","4481031021108730004019878"
"충청남도 예산군 광시면 예당로 157 ",126.77505012864903,36.54858707690456,935117,1839227,,"32457","4481033000","4481033021","448103015081","4481033021100850004018089"
"충청남도 예산군 예산읍 신례원로 181번길",,,,,,,,,,
"충청남도 부여군 부여읍 사비로 93",126.910193029288,36.28094134565486,947031,1809456,,"33145","4476025000","4476025029","447603259094","4476025029103280002016326"
"충청남도 부여군 외산면 외산로 69",126.70327665110393,36.30057600227779,928466,1811767,,"33103","4476033000","4476033030","447603259153","4476033030100390003020775"
"충청남도 부여군 임천면 성흥로 117",126.8934937340216,36.18835041903089,945467,1799195,,"33219","4476041000","4476041021","447603259117","4476041021100660003056564"
"충청남도 부여군 세도면 세도중앙로 30",126.94608100877133,36.17042997341108,950184,1797179,,"33227","4476043000","4476043024","447603259120","4476043024104260001061633"
"충청남도 부여군 홍산면 홍산로 70 ",126.76051157493767,36.215613650498526,933533,1802302,,"33200","4476036000","4476036023","447603259218","4476036023101790001050151"
"충청남도 부여군 구룡면 흥수로 158",126.80941061314327,36.24948817768218,937955,1806027,,"33191","4476035000","4476035024","447603259226","4476035024104640019036472"
"충청남도 부여군 석성면 왕릉로 695",127.00178497514908,36.253428189378226,955241,1806358,,"33176","4476044000","4476044024","447603015060","4476044024112840030035743"
"충청남도 부여군 규암면 수북로 73 ",126.88957084858417,36.275284387547565,945175,1808840,,"33124","4476031000","4476031032","447603259129","4476031032101570001022902"
"충청남도 부여군 은산면 충절로 2792",126.85406801827638,36.308634930281826,942011,1812560,,"33113","4476032000","4476032021","447603259240","4476032021103900004006198"
"충청남도 서천군 장항읍 장항로 134",126.6923174509934,36.01116111142681,927215,1779673,,"33669","4477025000","4477025024","447703260032","4477025024101860006007284"
"충청남도 서천군 서천읍 서천로 69",126.6920694691059,36.07672989835647,927253,1786946,,"33646","4477025300","4477025321","447703260010","4477025321105930000025915"
"충청남도 서천군 판교면 대백제로1908",126.69201453710372,36.153676773081955,927319,1795481,,"33615","4477038000","4477038029","447703015046","4477038029101090005012901"
"충청남도 서천군 한산면 한마로61번길 3-4",126.80256024351222,36.08568211300701,937209,1787862,,"33624","4477034000","4477034021","447704580895","4477034021102550001045283"
"충청남도 서천군 비인면 비인로 193",126.60106178466516,36.141696194280755,919125,1794224,,"33608","4477040000","4477040021","447703260005","4477040021103120000019181"
"충청남도 서천군 서면 서인로 541 ",126.52607595280568,36.15200037367066,912390,1795432,,"33603","4477041000","4477041028","447703260009","4477041028100830001023495"
"충청남도 서천군 마서면 장서로 691",126.70672718991035,36.062547147782624,928560,1785362,,"33654","4477031000","4477031021","447703260030","4477031021100190005035827"
"충청남도 금산군 제원면 금강로 113",127.54674412746162,36.11147710137753,1004207,1790499,,"32723","4471032000","4471032021","447103000178","4471032021101520026033753"
"충청남도 금산군 금산읍 금산로 1446",127.48877909613665,36.10274038531441,998990,1789529,,"32740","4471025000","4471025024","447103000088","4471025024101370003017110"
"충청남도 금산군 진산면 대둔산로 405 ",127.37083579718586,36.1444412673504,988380,1794162,,"32704","4471037000","4471037028","447103000093","4471037028106000013010941"
"충청남도 금산군 복수면 복수로 114",127.39880083868812,36.16330197564588,990898,1796251,,"32703","4471038000","4471038023","447103000094","4471038023104610005000042"
"충청남도 금산군 추부면 마전로 56-1",127.46686666892964,36.19128875236431,997021,1799351,,"32714","4471039000","4471039023","447103257012","4471039023105710002042763"
"충청남도 청양군 정산면 칠갑산로 1948 ",126.95268641385528,36.409521244790476,950928,1823696,,"33351","4479033000","4479033021","447903015067","4479033021100110008006757"
"충청남도 청양군 청양읍 칠갑산로 213",126.80020364166838,36.45146560426968,937290,1828437,,"33330","4479025000","4479025021","447903015067","4479025021101890004003847"
"충청남도 청양군 장평면 닭우리고개길 39",126.89337120146665,36.34239578006895,945563,1816282,,"33368","4479036000","4479036021","447904583056","4479036021105230021006141"
"충청남도 청양군 화성면 무한로 130",126.71677561269242,36.42844581450049,929793,1825941,,"33310","4479038000","4479038021","447903261020","4479038021101650008004828"
"충청남도 청양군 비봉면 충절로 1988",126.78627340484817,36.51880634254656,936097,1835916,,"33316","4479039000","4479039021","447903259240","4479039021101110000004556"
"충청남도 청양군 운곡면 청신로 878",126.84543648416052,36.523851505816495,941398,1836438,,"33315","4479031000","4479031025","447903261024","4479031025106070001009031"
"충청남도 태안군 태안읍 중앙로 177",126.30736845559133,36.74947132681557,893535,1861929,,"32140","4482525000","4482525021","448253264043","4482525021100850001008233"
"충청남도 태안군 안면읍 장터로 145",126.34487514774297,36.519972839484105,896577,1836429,,"32164","4482525300","4482525321","448253264033","4482525321110640000002912"
"충청남도 태안군 원북면 상리길 31-4",126.25821808965432,36.82502088400078,889256,1870366,,"32109","4482535000","4482535021","448254592138","4482535021102210002027734"
"충청남도 태안군 근흥면 근흥로 730",126.22784398668885,36.713086598486136,886382,1857984,,"32129","4482533000","4482533025","448253264002","4482533025105190001001524"
"충청남도 태안군 남면 남면로 101",126.29717087405562,36.67432466091695,892520,1853604,,"32154","4482532000","4482532024","448253264040","4482532024111830001013945"
"충청남도 태안군 소원면 신덕길 17-1",126.19550053396709,36.75926760236032,883563,1863146,,"32120","4482534000","4482534023","448254592181","4482534023101590000006851"
